387.40038;574.18293;64.8807;73.5;25.7805
387.40038;574.18293;64.8807;73.5;38.6707
434.6878;547.53242;61.5069;73.5;25.6819
434.6878;547.53242;61.5069;73.5;38.5229
434.6878;547.53242;61.5069;73.5;77.046
484.78604;520.04743;61.8721;75.0;25.6921
484.78604;520.04743;61.8721;75.0;12.8461
484.78604;520.04743;61.8721;75.0;38.5382
484.78604;520.04743;61.8721;75.0;51.3843
484.78604;520.04743;61.8721;75.0;77.0766
337.28455;602.23686;65.1795;73.5;25.8139
337.28455;602.23686;65.1795;73.5;12.907
337.28455;602.23686;65.1795;73.5;38.7209
337.28455;602.23686;65.1795;73.5;51.6279
337.28455;602.23686;65.1795;73.5;77.4419
726;423;70.0;90.9949;25.3593
459;546;7.0;115.7291;25.6711
459;546;7.0;115.7291;12.8355
459;546;7.0;115.7291;38.5068
297;603;48.0;125.3561;25.3633
297;603;48.0;125.3561;38.045
297;603;48.0;125.3561;50.7267
297;603;48.0;125.3561;76.0903
707;435;-89.0;98.9945;25.2892
659;432;-62.0;114.3803;25.451
590;493;-84.0;92.6099;25.4117
