826.54238;283.8882;46.475;28.5;25.2151
826.54238;283.8882;46.475;28.5;12.6076
826.54238;283.8882;46.475;28.5;37.8227
826.54238;283.8882;46.475;28.5;50.4303
826.54238;283.8882;46.475;28.5;75.6458
781.29671;325.11347;48.4853;28.5;25.3138
781.29671;325.11347;48.4853;28.5;12.6569
781.29671;325.11347;48.4853;28.5;37.9707
781.29671;325.11347;48.4853;28.5;50.6276
711.11599;388.22205;46.7927;75.0;25.368
711.11599;388.22205;46.7927;75.0;12.684
711.11599;388.22205;46.7927;75.0;38.052
711.11599;388.22205;46.7927;75.0;50.7361
711.11599;388.22205;46.7927;75.0;76.1043
666.66693;428.48197;51.1946;75.0;25.4783
666.66693;428.48197;51.1946;75.0;12.7392
666.66693;428.48197;51.1946;75.0;38.2175
666.66693;428.48197;51.1946;75.0;50.9567
666.66693;428.48197;51.1946;75.0;76.4353
620.40704;469.8629;48.9831;75.0;25.5275
620.40704;469.8629;48.9831;75.0;12.7637
620.40704;469.8629;48.9831;75.0;38.2912
620.40704;469.8629;48.9831;75.0;51.055
620.40704;469.8629;48.9831;75.0;76.5827
573.2586;512.16834;51.4791;73.5;25.6131
573.2586;512.16834;51.4791;73.5;12.8065
573.2586;512.16834;51.4791;73.5;38.4197
573.2586;512.16834;51.4791;73.5;51.2263
573.2586;512.16834;51.4791;73.5;76.8397
526.88625;553.65147;49.5776;73.5;25.6716
526.88625;553.65147;49.5776;73.5;12.8358
526.88625;553.65147;49.5776;73.5;38.5074
526.88625;553.65147;49.5776;73.5;51.3432
526.88625;553.65147;49.5776;73.5;77.015
780;336;20.0;72.5306;24.8144
780;336;20.0;72.5306;12.4072
