401.7069;417.10766;-60.9085;45.0;25.6473
401.7069;417.10766;-60.9085;45.0;12.8236
401.7069;417.10766;-60.9085;45.0;38.4709
401.7069;417.10766;-60.9085;45.0;51.2946
401.7069;417.10766;-60.9085;45.0;76.942
449.68435;446.09509;-60.8098;45.0;25.6787
449.68435;446.09509;-60.8098;45.0;12.8394
449.68435;446.09509;-60.8098;45.0;38.5181
449.68435;446.09509;-60.8098;45.0;51.3575
449.68435;446.09509;-60.8098;45.0;77.0364
370.41083;398.51497;-60.6841;46.5;25.6261
370.41083;398.51497;-60.6841;46.5;12.813
370.41083;398.51497;-60.6841;46.5;38.4391
370.41083;398.51497;-60.6841;46.5;51.2522
370.41083;398.51497;-60.6841;46.5;76.8784
495.72342;474.11684;-60.9806;45.0;25.7104
495.72342;474.11684;-60.9806;45.0;12.8552
495.72342;474.11684;-60.9806;45.0;38.5656
495.72342;474.11684;-60.9806;45.0;51.4209
495.72342;474.11684;-60.9806;45.0;77.1314
536.43913;498.53083;-60.8041;46.5;25.7342
536.43913;498.53083;-60.8041;46.5;12.8671
536.43913;498.53083;-60.8041;46.5;38.6013
536.43913;498.53083;-60.8041;46.5;51.4684
536.43913;498.53083;-60.8041;46.5;77.2028
568.72044;518.11518;-60.9676;45.0;25.7575
568.72044;518.11518;-60.9676;45.0;12.8788
568.72044;518.11518;-60.9676;45.0;38.6363
568.72044;518.11518;-60.9676;45.0;51.5151
568.72044;518.11518;-60.9676;45.0;77.2728
610.45239;542.96278;-59.7898;45.0;25.7735
610.45239;542.96278;-59.7898;45.0;12.8867
610.45239;542.96278;-59.7898;45.0;38.6602
610.45239;542.96278;-59.7898;45.0;51.547
610.45239;542.96278;-59.7898;45.0;77.3207
643.55145;563.01995;-60.2267;45.0;25.798
643.55145;563.01995;-60.2267;45.0;12.899
643.55145;563.01995;-60.2267;45.0;38.697
643.55145;563.01995;-60.2267;45.0;51.5961
643.55145;563.01995;-60.2267;45.0;77.3942
338.05319;379.30782;-59.1563;46.5;25.5936
338.05319;379.30782;-59.1563;46.5;12.7968
338.05319;379.30782;-59.1563;46.5;38.3904
338.05319;379.30782;-59.1563;46.5;51.1872
338.05319;379.30782;-59.1563;46.5;76.7809
674.65473;582.24084;-53.4096;42.0;25.7716
674.65473;582.24084;-53.4096;42.0;12.8858
674.65473;582.24084;-53.4096;42.0;38.6575
674.65473;582.24084;-53.4096;42.0;51.5434
674.65473;582.24084;-53.4096;42.0;77.3152
675.3096;581.97117;-69.2695;45.0;25.8771
675.3096;581.97117;-69.2695;45.0;12.9386
675.3096;581.97117;-69.2695;45.0;38.8157
675.3096;581.97117;-69.2695;45.0;51.7543
675.3096;581.97117;-69.2695;45.0;77.6315
