539.27876;499.43536;-55.1344;93.0;26.1448
539.27876;499.43536;-55.1344;93.0;13.0724
539.27876;499.43536;-55.1344;93.0;39.2172
539.27876;499.43536;-55.1344;93.0;52.2896
539.27876;499.43536;-55.1344;93.0;78.4346
550.84376;508.60278;-58.1374;97.5;26.1909
550.84376;508.60278;-58.1374;97.5;13.0954
550.84376;508.60278;-58.1374;97.5;39.2864
550.84376;508.60278;-58.1374;97.5;52.3819
550.84376;508.60278;-58.1374;97.5;78.5729
528.85008;498.02188;37.7293;181.5;26.0255
528.85008;498.02188;37.7293;181.5;13.0128
528.85008;498.02188;37.7293;181.5;52.0512
528.85008;498.02188;37.7293;181.5;78.0771
564.82349;518.40488;-56.9558;94.5;26.1995
564.82349;518.40488;-56.9558;94.5;13.0998
564.82349;518.40488;-56.9558;94.5;39.2993
564.82349;518.40488;-56.9558;94.5;52.3991
564.82349;518.40488;-56.9558;94.5;78.5988
519.34279;485.87872;-57.6516;99.0;25.9469
519.34279;485.87872;-57.6516;99.0;12.9734
519.34279;485.87872;-57.6516;99.0;38.9204
519.34279;485.87872;-57.6516;99.0;51.8938
519.34279;485.87872;-57.6516;99.0;77.8409
577.14331;526.61019;-57.6471;94.5;25.9553
577.14331;526.61019;-57.6471;94.5;12.9777
577.14331;526.61019;-57.6471;94.5;38.933
577.14331;526.61019;-57.6471;94.5;51.9108
577.14331;526.61019;-57.6471;94.5;77.8663
539.35744;486.70804;33.2972;171.0;25.9719
539.35744;486.70804;33.2972;171.0;12.986
594.13099;540.67488;-59.778;106.5;25.7349
594.13099;540.67488;-59.778;106.5;12.8675
594.13099;540.67488;-59.778;106.5;38.6024
594.13099;540.67488;-59.778;106.5;51.4699
594.13099;540.67488;-59.778;106.5;77.205
526.44926;503.11885;22.2716;183.0;25.9394
526.44926;503.11885;22.2716;183.0;12.9697
526.44926;503.11885;22.2716;183.0;38.9092
506.47353;478.13976;-60.4405;100.5;25.889
506.47353;478.13976;-60.4405;100.5;12.9445
506.47353;478.13976;-60.4405;100.5;38.8335
506.47353;478.13976;-60.4405;100.5;51.778
506.47353;478.13976;-60.4405;100.5;77.6671
607.97305;550.31162;-55.6574;106.5;25.7262
607.97305;550.31162;-55.6574;106.5;12.8631
607.97305;550.31162;-55.6574;106.5;38.5893
607.97305;550.31162;-55.6574;106.5;51.4524
607.97305;550.31162;-55.6574;106.5;77.1788
621.0633;559.29692;-52.8328;99.0;25.7213
621.0633;559.29692;-52.8328;99.0;12.8606
621.0633;559.29692;-52.8328;99.0;38.582
621.0633;559.29692;-52.8328;99.0;51.4427
621.0633;559.29692;-52.8328;99.0;77.1642
614.41685;515.54826;-58.1487;9.0;25.8653
614.41685;515.54826;-58.1487;9.0;38.7979
629.62857;527.09026;-56.7308;7.5;25.8877
579.82562;564.87497;-55.5891;15.0;26.0224
579.82562;564.87497;-55.5891;15.0;13.0112
579.82562;564.87497;-55.5891;15.0;39.0337
504.05717;479.48845;-88.5967;115.5;25.9954
504.05717;479.48845;-88.5967;115.5;12.9977
504.05717;479.48845;-88.5967;115.5;38.9931
504.05717;479.48845;-88.5967;115.5;51.9908
504.05717;479.48845;-88.5967;115.5;77.9861
593.08503;574.85388;-59.0579;18.0;26.0325
593.08503;574.85388;-59.0579;18.0;13.0162
593.08503;574.85388;-59.0579;18.0;52.065
631.2756;565.98686;30.4355;6.0;26.1493
